Distance (Km),Longitude,Latitude,HiRISE DTM Stamps (mean)
2.397,113.986,-56.66,2456.898
2.411,113.986,-56.661,2455.256
2.425,113.986,-56.661,2452.878
2.44,113.986,-56.661,2450.777
2.454,113.986,-56.661,2451.212
2.469,113.987,-56.662,2446.998
2.483,113.987,-56.662,2446.008
2.498,113.987,-56.662,2444.5
2.512,113.987,-56.662,2444.5
2.526,113.987,-56.663,2442.845
2.541,113.987,-56.663,2441.592
2.555,113.987,-56.663,2439.775
2.57,113.987,-56.663,2437.865
2.584,113.987,-56.664,2435.905
2.599,113.987,-56.664,2433.957
2.613,113.987,-56.664,2432.427
2.628,113.987,-56.664,2431.017
2.642,113.987,-56.665,2431.06
2.656,113.987,-56.665,2429.185
2.671,113.987,-56.665,2427.702
2.685,113.987,-56.665,2429.185
2.7,113.987,-56.666,2425.746
2.714,113.987,-56.666,2424.048
2.729,113.987,-56.666,2422.296
2.743,113.987,-56.666,2420.369
2.757,113.987,-56.667,2418.939
2.772,113.987,-56.667,2417.373
2.786,113.987,-56.667,2415.313
2.801,113.987,-56.667,2413.781
2.815,113.988,-56.668,2414.145
2.83,113.988,-56.668,2411.906
2.844,113.988,-56.668,2410.306
2.859,113.988,-56.668,2408.308
2.873,113.988,-56.669,2406.791
2.887,113.988,-56.669,2404.875
2.902,113.988,-56.669,2403.531
2.916,113.988,-56.669,2401.389
2.931,113.988,-56.669,2399.771
2.945,113.988,-56.67,2397.907
2.96,113.988,-56.67,2396.594
2.974,113.988,-56.67,2396.264
2.988,113.988,-56.67,2394.813
3.003,113.988,-56.671,2393.075
3.017,113.988,-56.671,2391.587
3.032,113.988,-56.671,2389.729
0,113.98,-56.62,2698.644
0.014,113.98,-56.62,2697.062
0.029,113.98,-56.621,2697.062
0.043,113.98,-56.621,2693.938
0.058,113.98,-56.621,2692.504
0.072,113.98,-56.621,2692.504
0.087,113.98,-56.622,2690.759
0.101,113.98,-56.622,2689.114
0.116,113.98,-56.622,2687.598
0.13,113.981,-56.622,2686.162
0.145,113.981,-56.623,2684.025
0.159,113.981,-56.623,2684.025
0.174,113.981,-56.623,2681.022
0.188,113.981,-56.623,2679.645
0.203,113.981,-56.623,2677.723
0.217,113.981,-56.624,2677.667
0.232,113.981,-56.624,2676.326
0.246,113.981,-56.624,2675.458
0.26,113.981,-56.624,2674.125
0.275,113.981,-56.625,2672.09
0.289,113.981,-56.625,2672.09
0.304,113.981,-56.625,2659.293
0.318,113.981,-56.625,2641.209
0.333,113.981,-56.626,2625.074
0.347,113.981,-56.626,2608.216
0.362,113.981,-56.626,2594.07
0.376,113.981,-56.626,2592.437
0.391,113.981,-56.627,2575.536
0.405,113.981,-56.627,2564.475
0.42,113.981,-56.627,2556.032
0.434,113.981,-56.627,2549.336
0.449,113.981,-56.628,2543.217
0.463,113.981,-56.628,2539.333
0.478,113.982,-56.628,2536.817
0.492,113.982,-56.628,2532.907
0.506,113.982,-56.629,2528.504
0.521,113.982,-56.629,2527.209
0.535,113.982,-56.629,2528.504
0.55,113.982,-56.629,2526.451
0.564,113.982,-56.63,2531.604
0.579,113.982,-56.63,2535.424
0.593,113.982,-56.63,2538.681
0.608,113.982,-56.63,2542.865
0.622,113.982,-56.631,2542.865
0.637,113.982,-56.631,2540.379
0.651,113.982,-56.631,2538.603
0.666,113.982,-56.631,2538.184
0.68,113.982,-56.632,2538.184
0.695,113.982,-56.632,2545.452
0.709,113.982,-56.632,2545.692
0.724,113.982,-56.632,2548.194
0.738,113.982,-56.633,2548.364
0.753,113.982,-56.633,2549.694
0.767,113.982,-56.633,2551.522
0.781,113.982,-56.633,2553.967
0.796,113.982,-56.633,2556.281
0.81,113.983,-56.634,2557.11
0.825,113.983,-56.634,2557.11
0.839,113.983,-56.634,2559.122
0.854,113.983,-56.634,2554.318
0.868,113.983,-56.635,2554.318
0.883,113.983,-56.635,2546.901
0.897,113.983,-56.635,2544.425
0.912,113.983,-56.635,2540.914
0.926,113.983,-56.636,2535.361
0.941,113.983,-56.636,2529.585
0.955,113.983,-56.636,2523.779
